State Abbreviation,ccode,Lead Id,Leader,Day of Start of Term of Office,Month of Start of Term of Office,Year of Start of Term of Office,Date of Term Of Office,Month of End of Term of Office,Year of End of Term of Office,Date of End of Term of Office,Year of birth,Gender,Military Career,Month of Election or Re-election Result,Year of Election or Re-election Result,Date of Election or Re-election Result
POL,290,A2.9-4420,Gomulka,21,10,1956,1956-10-21,12,1970,1970-12-01,1905,Male,False,1,1957,1957-01-01
POL,290,A2.9-4423,Gierek,20,12,1970,1970-12-20,9,1980,1980-09-01,1913,Male,False,3,1972,1972-03-01
POL,290,A2.9-4426,Kania,6,9,1980,1980-09-06,10,1981,1981-10-01,1927,Male,False,0,0,
POL,290,A2.9-4429,Jaruzelski,18,10,1981,1981-10-18,12,1990,1990-12-01,1923,Male,True,10,1985,1985-10-01
POL,290,A2.9-4432,Walesa,22,12,1990,1990-12-22,12,1995,1995-12-01,1943,Male,False,12,1990,1990-12-01
POL,290,A2.9-4435,Kwasniewski,23,12,1995,1995-12-23,12,2005,2005-12-01,1954,Male,False,11,1995,1995-11-01
POL,290,A3.0-60,Kaczynski,23,12,2005,2005-12-23,4,2010,2010-04-01,1949,Male,False,10,2005,2005-10-01
POL,290,A3.0-61,Komorowski,10,4,2010,2010-04-10,7,2010,2010-07-01,1952,Male,False,0,0,
POL,290,A3.0-63,Schetyna,8,7,2010,2010-07-08,8,2010,2010-08-01,1963,Male,False,7,2010,2010-07-01
POL,290,A3.0-64,Komorowski,6,8,2010,2010-08-06,8,2015,2015-08-01,1952,Male,False,0,0,
POL,290,cb-290-1,Duda,6,8,2015,2015-08-06,0,0,,1972,Male,False,5,2015,2015-05-01
AUS,305,cb-305-0,Figl,28,11,1945,1945-11-28,4,1953,1953-04-01,1902,Male,False,10,1949,1949-10-01
AUS,305,A2.9-4492,Raab,2,4,1953,1953-04-02,4,1961,1961-04-01,1891,Male,True,2,1953,1953-02-01
AUS,305,A2.9-4495,Gorbach,11,4,1961,1961-04-11,2,1964,1964-02-01,1898,Male,True,11,1962,1962-11-01
AUS,305,A2.9-4498,Klaus,2,4,1964,1964-04-02,3,1970,1970-03-01,1910,Male,False,3,1966,1966-03-01
AUS,305,A2.9-4501,Kreisky,20,4,1970,1970-04-20,5,1983,1983-05-01,1911,Male,False,3,1970,1970-03-01
AUS,305,A2.9-4504,Sinowatz,24,5,1983,1983-05-24,6,1986,1986-06-01,1929,Male,False,4,1983,1983-04-01
AUS,305,A2.9-4507,Vranitzky,16,6,1986,1986-06-16,1,1997,1997-01-01,1937,Male,False,11,1986,1986-11-01
AUS,305,A2.9-4510,Klima,28,1,1997,1997-01-28,2,2000,2000-02-01,1947,Male,False,0,0,
AUS,305,A2.9-4513,Schussel,5,2,2000,2000-02-05,1,2007,2007-01-01,1945,Male,False,10,1999,1999-10-01
AUS,305,A3.0-65,Gusenbauer,11,1,2007,2007-01-11,12,2008,2008-12-01,1960,Male,False,10,2006,2006-10-01
AUS,305,A3.0-66,Faymann,2,12,2008,2008-12-02,5,2016,2016-05-01,1960,Male,False,9,2008,2008-09-01
AUS,305,cb-305-1,Mitterlehner,9,5,2016,2016-05-09,5,2016,2016-05-01,1955,Male,False,0,0,
AUS,305,se-305-2,Kern,17,5,2016,2016-05-17,11,2017,2017-11-01,1966,Male,False,0,0,
AUS,305,se-305-3,Kurz,18,12,2017,2017-12-18,5,2019,2019-05-01,1986,Male,False,10,2017,2017-10-01
AUS,305,ctb-305-1,Loeger,28,5,2019,2019-05-28,6,2019,2019-06-01,1965,Male,False,0,0,
AUS,305,ctb-305-2,Bierlein,3,6,2019,2019-06-03,1,2020,2020-01-01,1949,Female,False,0,0,
AUS,305,ctb-305-3,Kurz,7,1,2020,2020-01-07,0,0,,1986,Male,False,9,2020,2020-09-01
HUN,310,A2.9-4534,Rakoski,15,1,1945,1945-01-15,7,1956,1956-07-01,1892,Male,True,5,1949,1949-05-01
HUN,310,A2.9-4537,Gero,18,7,1956,1956-07-18,10,1956,1956-10-01,1898,Male,True,0,0,
HUN,310,A2.9-4540,Nagy,25,10,1956,1956-10-25,11,1956,1956-11-01,1896,Male,True,0,0,
HUN,310,A2.9-4543,Kadar,4,11,1956,1956-11-04,5,1988,1988-05-01,1912,Male,False,11,1958,1958-11-01
HUN,310,A2.9-4546,Grosz,22,5,1988,1988-05-22,10,1989,1989-10-01,1930,Male,False,0,0,
HUN,310,A2.9-4549,Szuros,18,10,1989,1989-10-18,5,1990,1990-05-01,1933,Male,False,0,0,
HUN,310,A2.9-4552,Antall,3,5,1990,1990-05-03,12,1993,1993-12-01,1932,Male,False,3,1990,1990-03-01
HUN,310,A2.9-4555,Boross,12,12,1993,1993-12-12,7,1994,1994-07-01,1928,Male,False,0,0,
HUN,310,A2.9-4558,Horn,15,7,1994,1994-07-15,7,1998,1998-07-01,1932,Male,False,5,1994,1994-05-01
HUN,310,A2.9-4561,Orban,6,7,1998,1998-07-06,5,2002,2002-05-01,1963,Male,False,5,1998,1998-05-01
HUN,310,A2.9-4564,Peter Medgyessy,27,5,2002,2002-05-27,9,2004,2004-09-01,1942,Male,False,4,2002,2002-04-01
HUN,310,A2.9-4567,Ferenc Gyurcsany,29,9,2004,2004-09-29,4,2009,2009-04-01,1961,Male,False,4,2006,2006-04-01
HUN,310,A3.0-67,Bajnai,14,4,2009,2009-04-14,5,2010,2010-05-01,1968,Male,False,0,0,
HUN,310,A3.0-68,Orban,29,5,2010,2010-05-29,0,0,,1963,Male,False,4,2010,2010-04-01
CZE,315,A2.9-4585,Gottwald,7,6,1948,1948-06-07,3,1953,1953-03-01,1896,Male,False,5,1948,1948-05-01
CZE,315,A2.9-4588,Zapotocky,21,3,1953,1953-03-21,11,1957,1957-11-01,1884,Male,True,11,1954,1954-11-01
CZE,315,A2.9-4591,Novotny,19,11,1957,1957-11-19,1,1968,1968-01-01,1904,Male,False,6,1960,1960-06-01
CZE,315,A2.9-4594,Dubcek,5,1,1968,1968-01-05,8,1968,1968-08-01,1921,Male,False,0,0,
CZE,315,A2.9-4597,Svoboda,20,8,1968,1968-08-20,8,1968,1968-08-01,1895,Male,True,0,0,
CZE,315,A2.9-4600,Husak,28,8,1968,1968-08-28,12,1989,1989-12-01,1913,Male,False,11,1971,1971-11-01
CZE,315,A2.9-4603,Calfa,17,12,1989,1989-12-17,7,1992,1992-07-01,1946,Male,False,6,1990,1990-06-01
CZE,315,A2.9-4606,Strasky,1,7,1992,1992-07-01,12,1992,1992-12-01,1940,Male,False,6,1992,1992-06-01
CZR,316,A2.9-4609,Klaus,1,1,1993,1993-01-01,12,1997,1997-12-01,1910,Male,False,6,1992,1992-06-01
CZR,316,A2.9-4612,Tosovsky,17,12,1997,1997-12-17,7,1998,1998-07-01,1950,Male,False,0,0,
CZR,316,A2.9-4615,Zeman,17,7,1998,1998-07-17,7,2002,2002-07-01,1944,Male,False,6,1998,1998-06-01
CZR,316,A2.9-4618,Spidla,12,7,2002,2002-07-12,7,2004,2004-07-01,1951,Male,False,6,2002,2002-06-01
CZR,316,A2.9-4621,Stanislav Gross,26,7,2004,2004-07-26,4,2005,2005-04-01,1969,Male,False,0,0,
CZR,316,A3.0-69,Paroubek,25,4,2005,2005-04-25,9,2006,2006-09-01,1952,Male,False,0,0,
CZR,316,A3.0-70,Topolanek,4,9,2006,2006-09-04,5,2009,2009-05-01,1956,Male,False,6,2006,2006-06-01
CZR,316,A3.0-71,Fischer,8,5,2009,2009-05-08,7,2010,2010-07-01,1951,Male,False,0,0,
CZR,316,A3.0-72,Necas,13,7,2010,2010-07-13,7,2013,2013-07-01,1964,Male,False,5,2010,2010-05-01
CZR,316,cb-316-1,Rusnok,10,7,2013,2013-07-10,1,2014,2014-01-01,1960,Male,False,0,0,
CZR,316,cb-316-2,Sobotka,29,1,2014,2014-01-29,12,2017,2017-12-01,1971,Male,False,10,2013,2013-10-01
CZR,316,se-316-3,Andrej Babis,6,12,2017,2017-12-06,0,0,,1954,Male,False,10,2017,2017-10-01
SLO,317,A2.9-4624,Meciar,1,1,1993,1993-01-01,3,1994,1994-03-01,1942,Male,False,6,1992,1992-06-01
SLO,317,A2.9-4627,Moravcik,16,3,1994,1994-03-16,12,1994,1994-12-01,1945,Male,False,0,0,
SLO,317,A2.9-4630,Meciar,13,12,1994,1994-12-13,10,1998,1998-10-01,1942,Male,False,0,0,
SLO,317,A2.9-4633,Dzurinda,30,10,1998,1998-10-30,7,2006,2006-07-01,1955,Male,False,9,1998,1998-09-01
SLO,317,A3.0-73,Fico,4,7,2006,2006-07-04,7,2010,2010-07-01,1964,Male,False,6,2006,2006-06-01
SLO,317,A3.0-74,Radicova,8,7,2010,2010-07-08,4,2012,2012-04-01,1956,Female,False,6,2010,2010-06-01
SLO,317,cb-317-1,Fico,4,4,2012,2012-04-04,3,2018,2018-03-01,1964,Male,False,3,2012,2012-03-01
SLO,317,ctb-317-1,Pellegrini,22,3,2018,2018-03-22,3,2020,2020-03-01,1975,Male,False,0,0,
SLO,317,ctb-317-2,Matovic,21,3,2020,2020-03-21,4,2021,2021-04-01,1973,Male,False,2,2020,2020-02-01
SLO,317,ctb-317-3,Heger,1,4,2021,2021-04-01,0,0,,1976,Male,False,0,0,
ITA,325,A2.9-4732,de Gasperi,10,12,1945,1945-12-10,7,1953,1953-07-01,1881,Male,False,4,1948,1948-04-01
ITA,325,A2.9-4735,Pella,15,8,1953,1953-08-15,1,1954,1954-01-01,1902,Male,False,6,1953,1953-06-01
ITA,325,A2.9-4738,Fanfani,18,1,1954,1954-01-18,1,1954,1954-01-01,1908,Male,False,0,0,
ITA,325,A2.9-4741,Scelba,9,2,1954,1954-02-09,6,1955,1955-06-01,1901,Male,False,0,0,
ITA,325,A2.9-4744,Segni,6,7,1955,1955-07-06,5,1957,1957-05-01,1891,Male,False,0,0,
ITA,325,A2.9-4747,Zoli,19,5,1957,1957-05-19,6,1958,1958-06-01,1887,Male,False,0,0,
ITA,325,A2.9-4750,Fanfani,2,7,1958,1958-07-02,1,1959,1959-01-01,1908,Male,False,5,1958,1958-05-01
ITA,325,A2.9-4753,Segni,15,2,1959,1959-02-15,2,1960,1960-02-01,1891,Male,False,0,0,
ITA,325,A2.9-4756,Tambroni,25,3,1960,1960-03-25,7,1960,1960-07-01,1901,Male,False,0,0,
ITA,325,A2.9-4759,Fanfani,26,7,1960,1960-07-26,5,1963,1963-05-01,1908,Male,False,0,0,
ITA,325,A2.9-4762,Leone,21,6,1963,1963-06-21,11,1963,1963-11-01,1908,Male,False,4,1963,1963-04-01
ITA,325,A2.9-4765,Moro,5,12,1963,1963-12-05,6,1968,1968-06-01,1916,Male,False,0,0,
ITA,325,A2.9-4768,Leone,25,6,1968,1968-06-25,11,1968,1968-11-01,1908,Male,False,5,1968,1968-05-01
ITA,325,A2.9-4771,Rumor,13,12,1968,1968-12-13,7,1970,1970-07-01,1915,Male,False,0,0,
ITA,325,A2.9-4774,Colombo,6,8,1970,1970-08-06,1,1972,1972-01-01,1920,Male,False,0,0,
ITA,325,A2.9-4777,Andreotti,18,2,1972,1972-02-18,6,1973,1973-06-01,1919,Male,False,5,1972,1972-05-01
ITA,325,A2.9-4780,Rumor,8,7,1973,1973-07-08,11,1974,1974-11-01,1915,Male,False,0,0,
ITA,325,A2.9-4783,Moro,23,11,1974,1974-11-23,7,1976,1976-07-01,1916,Male,False,0,0,
ITA,325,A2.9-4786,Andreotti,30,7,1976,1976-07-30,8,1979,1979-08-01,1919,Male,False,6,1976,1976-06-01
ITA,325,A2.9-4789,Cossiga,5,8,1979,1979-08-05,10,1980,1980-10-01,1928,Male,False,6,1979,1979-06-01
ITA,325,A2.9-4792,Forlani,18,10,1980,1980-10-18,5,1981,1981-05-01,1925,Male,False,0,0,
ITA,325,A2.9-4795,Spadolini,28,6,1981,1981-06-28,11,1982,1982-11-01,1925,Male,False,0,0,
ITA,325,A2.9-4798,Fanfani,30,11,1982,1982-11-30,8,1983,1983-08-01,1908,Male,False,0,0,
ITA,325,A2.9-4801,Craxi,4,8,1983,1983-08-04,4,1987,1987-04-01,1934,Male,False,6,1983,1983-06-01
ITA,325,A2.9-4804,Fanfani,18,4,1987,1987-04-18,7,1987,1987-07-01,1908,Male,False,0,0,
ITA,325,A2.9-4807,Goria,29,7,1987,1987-07-29,4,1988,1988-04-01,1943,Male,False,6,1987,1987-06-01
ITA,325,A2.9-4810,Mita,13,4,1988,1988-04-13,7,1989,1989-07-01,1928,Male,False,0,0,
ITA,325,A2.9-4813,Andreotti,23,7,1989,1989-07-23,6,1992,1992-06-01,1919,Male,False,0,0,
ITA,325,A2.9-4816,Amato,28,6,1992,1992-06-28,4,1993,1993-04-01,1938,Male,False,4,1992,1992-04-01
ITA,325,A2.9-4819,Ciampi,29,4,1993,1993-04-29,5,1994,1994-05-01,1920,Male,False,0,0,
ITA,325,A2.9-4822,Berlusconi,11,5,1994,1994-05-11,1,1995,1995-01-01,1936,Male,False,3,1994,1994-03-01
ITA,325,A2.9-4825,Dini,17,1,1995,1995-01-17,5,1996,1996-05-01,1931,Male,False,0,0,
ITA,325,A2.9-4828,Prodi,18,5,1996,1996-05-18,10,1998,1998-10-01,1939,Male,False,4,1996,1996-04-01
ITA,325,A2.9-4831,D'Alema,21,10,1998,1998-10-21,4,2000,2000-04-01,1949,Male,False,0,0,
ITA,325,A2.9-4834,Amato,26,4,2000,2000-04-26,6,2001,2001-06-01,1938,Male,False,0,0,
ITA,325,A2.9-4837,Berlusconi,11,6,2001,2001-06-11,5,2006,2006-05-01,1936,Male,False,5,2001,2001-05-01
ITA,325,A3.0-75,Prodi,17,5,2006,2006-05-17,5,2008,2008-05-01,1939,Male,False,4,2006,2006-04-01
ITA,325,A3.0-76,Berlusconi,8,5,2008,2008-05-08,11,2011,2011-11-01,1936,Male,False,4,2008,2008-04-01
ITA,325,A3.0-77,Monti,16,11,2011,2011-11-16,4,2013,2013-04-01,1943,Male,False,0,0,
ITA,325,cb-325-1,Letta,28,4,2013,2013-04-28,2,2014,2014-02-01,1966,Male,False,2,2013,2013-02-01
ITA,325,cb-325-2,Renzi,22,2,2014,2014-02-22,12,2016,2016-12-01,1975,Male,False,0,0,
ITA,325,se-325-1,Gentiloni,11,12,2016,2016-12-11,6,2018,2018-06-01,1954,Male,False,0,0,
ITA,325,ctb-325-1,Conte,1,6,2018,2018-06-01,2,2021,2021-02-01,1964,Male,False,0,0,
ITA,325,ctb-325-2,Draghi,13,2,2021,2021-02-13,0,0,,1947,Male,False,0,0,
SNM,331,194914,Vincenzo Pedini (2nd time)         (,1,10,1949,1949-10-01,4,1950,1950-04-01,-99,,False,0,0,
SNM,331,195020,Giuseppe Forcellini (1st time),1,4,1950,1950-04-01,10,1950,1950-10-01,-99,,False,0,0,
SNM,331,195014,Marino Della Balda (3rd time),1,10,1950,1950-10-01,4,1951,1951-04-01,-99,,False,0,0,
SNM,331,195120,Alvaro Casali (2nd time),1,4,1951,1951-04-01,10,1951,1951-10-01,-99,,False,0,0,
SNM,331,195114,Domenico Forcellini (2nd time),1,10,1951,1951-10-01,4,1952,1952-04-01,-99,,False,0,0,
SNM,331,195220,Domenico Morganti,1,4,1952,1952-04-01,10,1952,1952-10-01,-99,,False,0,0,
SNM,331,195214,Arnaldo Para (2nd time),1,10,1952,1952-10-01,4,1953,1953-04-01,-99,,False,0,0,
SNM,331,195320,Vincenzo Pedini (3rd time),1,4,1953,1953-04-01,10,1953,1953-10-01,-99,,False,0,0,
SNM,331,195314,Giordano Giacomini (2nd time),1,10,1953,1953-10-01,4,1954,1954-04-01,-99,,False,0,0,
SNM,331,195420,Giuseppe Forcellini (3rd time),1,4,1954,1954-04-01,10,1954,1954-10-01,-99,,False,0,0,
SNM,331,195414,Agostino Giacomini,1,10,1954,1954-10-01,4,1955,1955-04-01,-99,,False,0,0,
SNM,331,195520,Domenico Forcellini (3rd time),1,4,1955,1955-04-01,10,1955,1955-10-01,-99,,False,0,0,
SNM,331,195514,Primo Bugli (2nd time),1,10,1955,1955-10-01,4,1956,1956-04-01,-99,,False,0,0,
SNM,331,195620,Mario Nanni,1,4,1956,1956-04-01,10,1956,1956-10-01,-99,,False,0,0,
SNM,331,195614,Mariano Ceccoli (3rd time),1,10,1956,1956-10-01,4,1957,1957-04-01,-99,,False,0,0,
SNM,331,195720,Giordano Giacomini (3rd time),1,4,1957,1957-04-01,10,1957,1957-10-01,-99,,False,0,0,
SNM,331,195720b,Provisional Government,1,10,1957,1957-10-01,10,1957,1957-10-01,-99,,False,0,0,
SNM,331,195714,Marino Valdes Franciosi,23,10,1957,1957-10-23,4,1958,1958-04-01,-99,,False,0,0,
SNM,331,195820,Zaccaria Giovanni Savoretti,1,4,1958,1958-04-01,10,1958,1958-10-01,-99,,False,0,0,
SNM,331,195814,Domenico Forcellini (4th time),1,10,1958,1958-10-01,4,1959,1959-04-01,-99,,False,0,0,
SNM,331,195920,Marino Benedetto Belluzzi (1st,1,4,1959,1959-04-01,10,1959,1959-10-01,-99,,False,0,0,
SNM,331,195914,Giuseppe Forcellini (3rd time),1,10,1959,1959-10-01,4,1960,1960-04-01,-99,,False,0,0,
SNM,331,196020,Alvaro Casali (3rd time),1,4,1960,1960-04-01,10,1960,1960-10-01,-99,,False,0,0,
SNM,331,196014,Eugenio Reffi,1,10,1960,1960-10-01,4,1961,1961-04-01,-99,,False,0,0,
SNM,331,196120,Federico Micheloni (2nd time),1,4,1961,1961-04-01,10,1961,1961-10-01,-99,,False,0,0,
SNM,331,196114,Giovanni Vito Marcucci (1st time),1,10,1961,1961-10-01,4,1962,1962-04-01,-99,,False,0,0,
SNM,331,196220,Domenico Forcellini (5th time),1,4,1962,1962-04-01,10,1962,1962-10-01,-99,,False,0,0,
SNM,331,196214,Antonio Maria Morganti,1,10,1962,1962-10-01,4,1963,1963-04-01,-99,,False,0,0,
SNM,331,196320,Leonida Suzzi Valli (2nd time),1,4,1963,1963-04-01,10,1963,1963-10-01,-99,,False,0,0,
SNM,331,196314,Giovan Luigi Franciosi (1st time),1,10,1963,1963-10-01,4,1964,1964-04-01,-99,,False,0,0,
SNM,331,196420,Marino Benedetto Belluzzi (2nd,1,4,1964,1964-04-01,10,1964,1964-10-01,-99,,False,0,0,
SNM,331,196414,Giuseppe Micheloni (1st time),1,10,1964,1964-10-01,4,1965,1965-04-01,-99,,False,0,0,
SNM,331,196520,Ferruccio Piva (2nd time),1,4,1965,1965-04-01,10,1965,1965-10-01,-99,,False,0,0,
SNM,331,196514,Alvaro Casali (4th time),1,10,1965,1965-10-01,4,1966,1966-04-01,-99,,False,0,0,
SNM,331,196620,Francesco Valli (2nd time),1,4,1966,1966-04-01,10,1966,1966-10-01,-99,,False,0,0,
SNM,331,196614,Giovanni Vito Marcucci (2nd time),1,10,1966,1966-10-01,4,1967,1967-04-01,-99,,False,0,0,
SNM,331,196720,Vittorio Rossini,1,4,1967,1967-04-01,10,1967,1967-10-01,-99,,False,0,0,
SNM,331,196714,Domenico Forcellini (6th time),1,10,1967,1967-10-01,4,1968,1968-04-01,-99,,False,0,0,
SNM,331,196820,Marino Benedetto Belluzzi (3rd,1,4,1968,1968-04-01,10,1968,1968-10-01,-99,,False,0,0,
SNM,331,196814,Pietro Giancecchi (2nd time),1,10,1968,1968-10-01,4,1969,1969-04-01,-99,,False,0,0,
SNM,331,196920,Ferruccio Piva (3rd time),1,4,1969,1969-04-01,10,1969,1969-10-01,-99,,False,0,0,
SNM,331,196914,Alvaro Casali (5th time),1,10,1969,1969-10-01,4,1970,1970-04-01,-99,,False,0,0,
SNM,331,197020,Francesco Valli (3rd time),1,4,1970,1970-04-01,10,1970,1970-10-01,-99,,False,0,0,
SNM,331,197014,Simone Rossini,1,10,1970,1970-10-01,4,1971,1971-04-01,-99,,False,0,0,
SNM,331,197120,Luigi Lonfernini (1st time),1,4,1971,1971-04-01,10,1971,1971-10-01,-99,,False,0,0,
SNM,331,197114,Federico Carattoni (2nd time),1,10,1971,1971-10-01,4,1972,1972-04-01,-99,,False,0,0,
SNM,331,197220,Marino Benedetto Belluzzi (4th,1,4,1972,1972-04-01,10,1972,1972-10-01,-99,,False,0,0,
SNM,331,197214,Rosolino Martelli (1st time),1,10,1972,1972-10-01,4,1973,1973-04-01,-99,,False,0,0,
SNM,331,197320,Francesco Maria Francini,1,4,1973,1973-04-01,10,1973,1973-10-01,-99,,False,0,0,
SNM,331,197314,Antonio Lazzaro Volpinari,1,10,1973,1973-10-01,4,1974,1974-04-01,-99,,False,0,0,
SNM,331,197420,Ferruccio Piva (4th time),1,4,1974,1974-04-01,10,1974,1974-10-01,-99,,False,0,0,
SNM,331,197414,Francesco Valli (4th time),1,10,1974,1974-10-01,4,1975,1975-04-01,-99,,False,0,0,
SNM,331,197520,Alberto Cecchetti (1st time),1,4,1975,1975-04-01,10,1975,1975-10-01,-99,,False,0,0,
SNM,331,197514,Giovanni Vito Marcucci (3rd time),1,10,1975,1975-10-01,4,1976,1976-04-01,-99,,False,0,0,
SNM,331,197620,Clelio Galassi,1,4,1976,1976-04-01,10,1976,1976-10-01,-99,,False,0,0,
SNM,331,197614,Primo Bugli (4th time),1,10,1976,1976-10-01,4,1977,1977-04-01,-99,,False,0,0,
SNM,331,197720,Alberto Lonfernini (2nd time),1,4,1977,1977-04-01,10,1977,1977-10-01,-99,,False,0,0,
SNM,331,197714,Giordano Bruno Reffi (2nd time),1,10,1977,1977-10-01,4,1978,1978-04-01,-99,,False,0,0,
SNM,331,197820,Francesco Valli (4th time),1,4,1978,1978-04-01,10,1978,1978-10-01,-99,,False,0,0,
SNM,331,197814,Ermenegildo Gasperoni,1,10,1978,1978-10-01,4,1979,1979-04-01,-99,,False,0,0,
SNM,331,197920,Marino Bollini (1st time),1,4,1979,1979-04-01,10,1979,1979-10-01,-99,,False,0,0,
SNM,331,197914,Giuseppe Amici (1st time),1,10,1979,1979-10-01,4,1980,1980-04-01,-99,,False,0,0,
SNM,331,198020,Pietro Chiaruzzi,1,4,1980,1980-04-01,10,1980,1980-10-01,-99,,False,0,0,
SNM,331,198014,Giancarlo Berardi,1,10,1980,1980-10-01,4,1981,1981-04-01,-99,,False,0,0,
SNM,331,198120,Gastone Pasolini,1,4,1981,1981-04-01,10,1981,1981-10-01,-99,,False,0,0,
SNM,331,198114,Mario Rossi,1,10,1981,1981-10-01,4,1982,1982-04-01,-99,,False,0,0,
SNM,331,198220,Giuseppe Maiani (2nd time),1,4,1982,1982-04-01,10,1982,1982-10-01,-99,,False,0,0,
SNM,331,198214,Libero Barulli,1,10,1982,1982-10-01,4,1983,1983-04-01,-99,,False,0,0,
SNM,331,198320,Adriano Reffi (2nd time),1,4,1983,1983-04-01,10,1983,1983-10-01,-99,,False,0,0,
SNM,331,198314,Renzo Renzi (1st time),1,10,1983,1983-10-01,4,1984,1984-04-01,-99,,False,0,0,
SNM,331,198420,Gloriana Ranocchini (f) (1st time),1,4,1984,1984-04-01,10,1984,1984-10-01,-99,,False,0,0,
SNM,331,198414,Marino Bollini (2nd time),1,10,1984,1984-10-01,4,1985,1985-04-01,-99,,False,0,0,
SNM,331,198520,Enzo Colombini (1st time),1,4,1985,1985-04-01,10,1985,1985-10-01,-99,,False,0,0,
SNM,331,198514,Pier Paolo Gasperoni (1st time),1,10,1985,1985-10-01,4,1986,1986-04-01,-99,,False,0,0,
SNM,331,198620,Marino Venturini (3rd time),1,4,1986,1986-04-01,10,1986,1986-10-01,-99,,False,0,0,
SNM,331,198614,Giuseppe Arzilli (1st time),1,10,1986,1986-10-01,4,1987,1987-04-01,-99,,False,0,0,
SNM,331,198720,Renzo Renzi (2nd time),1,4,1987,1987-04-01,10,1987,1987-10-01,-99,,False,0,0,
SNM,331,198714,Rossano Zafferani (2nd time),1,10,1987,1987-10-01,4,1988,1988-04-01,-99,,False,0,0,
SNM,331,198820,Umberto Barulli,1,4,1988,1988-04-01,10,1988,1988-10-01,-99,,False,0,0,
SNM,331,198814,Luciano Cardelli,1,10,1988,1988-10-01,4,1989,1989-04-01,-99,,False,0,0,
SNM,331,198920,Mauro Fiorini,1,4,1989,1989-04-01,10,1989,1989-10-01,-99,,False,0,0,
SNM,331,198914,Gloriana Ranocchini (f) (2nd time),1,10,1989,1989-10-01,4,1990,1990-04-01,-99,,False,0,0,
SNM,331,199020,Adolmiro Bartolini,1,4,1990,1990-04-01,10,1990,1990-10-01,-99,,False,0,0,
SNM,331,199014,Cesare Antonio Gasperoni,1,10,1990,1990-10-01,4,1991,1991-04-01,-99,,False,0,0,
SNM,331,199120,Domenico Bernardini,1,4,1991,1991-04-01,10,1991,1991-10-01,-99,,False,0,0,
SNM,331,199114,Edda Ceccoli (f),1,10,1991,1991-10-01,4,1992,1992-04-01,-99,,False,0,0,
SNM,331,199220,Germano De Biagi (3rd time),1,4,1992,1992-04-01,10,1992,1992-10-01,-99,,False,0,0,
SNM,331,199214,Romeo Morri,1,10,1992,1992-10-01,4,1993,1993-04-01,-99,,False,0,0,
SNM,331,199320,Patrizia Busignani (f),1,4,1993,1993-04-01,10,1993,1993-10-01,-99,,False,0,0,
SNM,331,199314,Gian Luigi Berti,1,10,1993,1993-10-01,4,1994,1994-04-01,-99,,False,0,0,
SNM,331,199420,Alberto Cecchetti (2nd time),1,4,1994,1994-04-01,10,1994,1994-10-01,-99,,False,0,0,
SNM,331,199414,Renzo Ghiotti,1,10,1994,1994-10-01,4,1995,1995-04-01,-99,,False,0,0,
SNM,331,199520,Marino Bollini (3rd time),1,4,1995,1995-04-01,10,1995,1995-10-01,-99,,False,0,0,
SNM,331,199514,Pier Natalino Mularoni,1,10,1995,1995-10-01,4,1996,1996-04-01,-99,,False,0,0,
SNM,331,199620,Pier Paolo Gasperoni (2nd time),1,4,1996,1996-04-01,10,1996,1996-10-01,-99,,False,0,0,
SNM,331,199614,Maurizio Rattini (1st time),1,10,1996,1996-10-01,4,1997,1997-04-01,-99,,False,0,0,
SNM,331,199720,Paride Andreoli (2nd time),1,4,1997,1997-04-01,10,1997,1997-10-01,-99,,False,0,0,
SNM,331,199714,Luigi Mazza,1,10,1997,1997-10-01,4,1998,1998-04-01,-99,,False,0,0,
SNM,331,199820,Alberto Cecchetti (3rd time),1,4,1998,1998-04-01,10,1998,1998-10-01,-99,,False,0,0,
SNM,331,199814,Pietro Berti,1,10,1998,1998-10-01,4,1999,1999-04-01,-99,,False,0,0,
SNM,331,199920,Antonello Bacciocchi (1st time),1,4,1999,1999-04-01,10,1999,1999-10-01,-99,,False,0,0,
SNM,331,199914,Marino Bollini (4th time),1,10,1999,1999-10-01,4,2000,2000-04-01,-99,,False,0,0,
SNM,331,200020,Maria Domenica Michelotti (f),1,4,2000,2000-04-01,10,2000,2000-10-01,-99,,False,0,0,
SNM,331,200014,Gian Franco Terenzi (2nd time),1,10,2000,2000-10-01,4,2001,2001-04-01,-99,,False,0,0,
SNM,331,200120,Luigi Lonfernini (2nd time),1,4,2001,2001-04-01,10,2001,2001-10-01,-99,,False,0,0,
SNM,331,200114,Alberto Cecchetti (4th time),1,10,2001,2001-10-01,4,2002,2002-04-01,-99,,False,0,0,
SNM,331,200220,Antonio Lazzaro Volpinari,1,4,2002,2002-04-01,10,2002,2002-10-01,-99,,False,0,0,
SNM,331,200214,Giuseppe Maria Morganti,1,10,2002,2002-10-01,4,2003,2003-04-01,-99,,False,0,0,
SNM,331,200320,Pier Marino Menicucci,1,4,2003,2003-04-01,10,2003,2003-10-01,-99,,False,0,0,
SNM,331,200314,Giovanni Lonfernini,1,10,2003,2003-10-01,4,2004,2004-04-01,-99,,False,0,0,
SNM,331,200420,Paolo Bollini (2nd time),1,4,2004,2004-04-01,10,2004,2004-10-01,-99,,False,0,0,
